<TARGET>さんの占いの結果は、<ROLE>だったよ,DIVINED,0,0,,,
<TARGET>さんの占いの結果は、<ROLE>です,DIVINED,0,0,,,
<TARGET>さんの占い結果は、<ROLE>だったわ,DIVINED,0,0,,,
<TARGET>さんを占った結果は、<ROLE>だったよ,DIVINED,0,0,,,
<TARGET>さんを占った結果は、<ROLE>です,DIVINED,0,0,,,
<TARGET>さんを占った結果は、<ROLE>だったわ,DIVINED,0,0,,,
<TARGET>さんを占ったら、<ROLE>だったよ,DIVINED,0,0,,,
<TARGET>さんを占ったら、<ROLE>だったわ,DIVINED,0,0,,,
<TARGET>さんを占ったら、<ROLE>でした,DIVINED,0,0,,,
<TARGET>の占い結果は、<ROLE>でした,DIVINED,0,0,,,
<TARGET>の結果は<ROLE>だったよ,DIVINED,0,0,,,
<TARGET>の結果は白だったよ,DIVINED,0,0,,,
<TARGET>は<ROLE>でした！,DIVINED,0,0,,,
<TARGET>を占って、結果は<ROLE>でしたぞ,DIVINED,0,0,,,
<TARGET>を占って、結果は<ROLE>でしたね,DIVINED,0,0,,,
<TARGET>を占って、結果は<ROLE>でしたわ,DIVINED,0,0,,,
<TARGET>を占ったら<ROLE>だったよ,DIVINED,0,0,,,
占いの結果だけど、<TARGET>は<ROLE>だったよ,DIVINED,0,0,,,
占いの結果が<ROLE>だったから、<DAY>は<TARGET>に投票する！,DIVINED,0,0,VOTE,0,99
占いの結果が<ROLE>だったから、＜DAY>は<TARGET>に投票するよ,DIVINED,0,0,VOTE,0,99
占いの結果が<ROLE>だったから、<FP>は<TARGET>に投票するね,DIVINED,0,0,VOTE,0,99
占いの結果が<ROLE>だったから、<TARGET>に投票する！,DIVINED,0,0,VOTE,0,99
占いの結果が<ROLE>だったから、<TARGET>に投票でいいのかなぁ,DIVINED,0,0,VOTE,0,99
占いの結果が<ROLE>だったから、投票は<TARGET>で,DIVINED,0,0,VOTE,0,99
占いの結果だけど、なんと<TARGET>は<ROLE>だったよ！,DIVINED,0,0,,,
結果は<TARGET>が<ROLE>！,DIVINED,0,0,,,
<FP><TARGET>は<ROLE_A>か<ROLE_B>のどちらかだと思う,ESTIMATE,0,0,ESTIMATE,0,1
<FP><TARGET>は<ROLE>じゃないかと思うよ,ESTIMATE,0,0,,,
<FP>は<TARGET>が<ROLE>だと思う！,ESTIMATE,0,0,,,
<ROLE>は<TARGET>だね,ESTIMATE,0,0,,,
<TARGET_A>が<TARGET_B>を<ROLE>出ししたので<TARGET_A>は<ROLE>だと思いますね,ESTIMATE,0,0,,,
<TARGET_A>さんが襲撃されたから、<TARGET_B>さんが<ROLE>だと思うよ,ESTIMATE,1,0,,,
<TARGET_A>さんが襲撃されたから、<TARGET_B>さんが<ROLE>だと思うわ,ESTIMATE,1,0,,,
<TARGET_A>さんが襲撃されたから、<TARGET_B>さんか<TARGET_C>さんが<ROLE>だと思うわ,ESTIMATE,1,0,ESTIMATE,C,0
<TARGET>が<FP>を<ROLE>出ししたので<TARGET>は<ROLE>だと思いますね,ESTIMATE,1,1,,,
<TARGET>が<ROLE>COしたので<TARGET>は<ROLE>だと思いますね,ESTIMATE,1,1,,,
<TARGET>が<ROLE>だと思います,ESTIMATE,0,0,,,
<TARGET>が<ROLE>だよ,ESTIMATE,0,0,,,
<TARGET>さんが<ROLE>だと思うから投票するよ,ESTIMATE,0,0,VOTE,0,99
<TARGET>さんが<ROLE>だと思うから投票するわ,ESTIMATE,0,0,VOTE,0,99
<TARGET>さんの言うことが本当です,ESTIMATE,0,0,,,
<TARGET>さんのいうことは信じてはいけません,ESTIMATE,0,0,,,
<TARGET>さんの先ほどの発言を見れば<ROLE>なのは間違い無いです,ESTIMATE,0,0,,,
<TARGET>さんは<ROLE>です,ESTIMATE,0,0,,,
<TARGET>は<ROLE>か<ROLE>だよ,ESTIMATE,0,0,ESTIMATE,0,1
<TARGET>は<ROLE>か<ROLE>のどっちだろう？,ESTIMATE,0,0,ESTIMATE,0,1
<TARGET>は<ROLE>かも,ESTIMATE,0,0,,,
<TARGET>は<ROLE>だと思いますね,ESTIMATE,0,0,,,
<TARGET>は<ROLE>として信用できるよ,ESTIMATE,0,0,,,
きっと<TARGET>は<ROLE>だろうね,ESTIMATE,0,0,,,
ぜったい<TARGET>が<ROLE>だよ,ESTIMATE,0,0,,,
>><TARGET> <TARGET>が<ROLE>COしたので<TARGET>は<ROLE>だと思いますぜ,ESTIMATE,2,2,,,
<FP>は<ROLE>だと思いますね,IMPOSSIBLE,99,99,,,
<TARGET_A>と<TARGET_B>のどちらかは偽物かぁ,IMPOSSIBLE,99,99,,,
<TARGET>が<ROLE>じゃないのはわかってるんだよね,IMPOSSIBLE,99,99,,,
<TARGET>さんが<ROLE>です,IMPOSSIBLE,99,99,,,
<TARGET>さんは<ROLE>ではないです,IMPOSSIBLE,99,99,,,
<TARGET>さんは村人です,IMPOSSIBLE,99,99,,,
さっきの<ROLE>COは嘘です,IMPOSSIBLE,99,99,,,
<FP>が<ROLE>だって,IMPOSSIBLE,99,99,,,
<TARGET>さんは嘘をついているよ！,LIAR,0,99,,,
<TARGET>さんは偽物だよ！,LIAR,0,99,,,
<TARGET>さんは偽物だわ！,LIAR,0,99,,,
<TARGET>は偽物だよ！みんな騙されないで！,LIAR,0,99,,,
<TARGET>は偽占い師だよ,LIAR,0,99,,,
<TARGET>はみんなを騙そうとしてるね,LIAR,0,99,,,
<TARGET>さんに投票してね,REQUEST_VOTE,0,99,,,
<TARGET>さんに投票してください,REQUEST_VOTE,0,99,,,
<TARGET>に投票を集めようよ！,REQUEST_VOTE,0,99,,,
みんな<TARGET>に投票しようよ,REQUEST_VOTE,0,99,,,
みんな<TARGET>に投票してね,REQUEST_VOTE,0,99,,,
みんな<TARGET>に投票してほしいな,REQUEST_VOTE,0,99,,,
みんな<TARGET>に騙されちゃだめだよ！,REQUEST_VOTE,0,99,,,
みんな<TARGET>を信じちゃだめだよ！,REQUEST_VOTE,0,99,,,
みんなで<TARGET>に投票しない？,REQUEST_VOTE,0,99,,,
もう決め打ちで<TARGET>に投票しようよ,REQUEST_VOTE,0,99,,,
みなさん<TARGET>に投票しましょう！,REQUEST_VOTE,0,99,,,
<TARGET>が怪しいですのよ,SUSPICIOUS,0,99,,,
<TARGET>があやしいと思うから投票するぜ,SUSPICIOUS,0,99,VOTE,0,99
<TARGET>が怪しい,SUSPICIOUS,0,99,,,
<TARGET>が怪しいと思います,SUSPICIOUS,0,99,,,
<TARGET>が怪しいね,SUSPICIOUS,0,99,,,
<TARGET>が怪しいよ,SUSPICIOUS,0,99,,,
<TARGET>が怪しすぎるよ,SUSPICIOUS,0,99,,,
<TARGET>はかなり怪しいと思うな！,SUSPICIOUS,0,99,,,
一番怪しいのは<TARGET>だよね,SUSPICIOUS,0,99,,,
嘘は良くないよ、<TARGET>,SUSPICIOUS,0,99,,,
<TARGET>は偽<ROLE>ってことだね,SUSPICIOUS,0,99,,,
<FP><TARGET>のことは信じているよ,TRUST,0,99,,,
<FP><TARGET>のことは信用しているよ！,TRUST,0,99,,,
<DAY>は<TARGET>に投票するよ,VOTE,0,99,,,
<DAY>は<TARGET>に投票する！,VOTE,0,99,,,
<FP>は<TARGET>に投票するね,VOTE,0,99,,,
<FP>は<TARGET>に投票しようかな,VOTE,0,99,,,
<FP>は<TARGET>に投票するよ！,VOTE,0,99,,,
<TARGET>さんがあやしいと思うから投票するよ。,VOTE,0,99,,,
<TARGET>さんがあやしいと思うから投票するわ。,VOTE,0,99,,,
<TARGET>さんに投票するよ,VOTE,0,99,,,
<TARGET>さんに投票するわ,VOTE,0,99,,,
<TARGET>に投票するぜ,VOTE,0,99,,,
<TARGET>に投票する,VOTE,0,99,,,
<TARGET>に投票する！,VOTE,0,99,,,
<TARGET>に投票するしかないね,VOTE,0,99,,,
<TARGET>に投票しようかな,VOTE,0,99,,,
<TARGET>に投票でいいのかなぁ,VOTE,0,99,,,
いまのところ<TARGET>さんに投票したいと思います,VOTE,0,99,,,
いまのところ<TARGET>さんに投票しようと思っています,VOTE,0,99,,,
今のところ発言の少ない<TARGET>に投票しようかな,VOTE,0,99,,,
ここで<FP>に投票するって言うのはわけがわからないから、<DAY>は<TARGET>に投票するよ。,VOTE,0,99,,,
ここで<FP>に投票するって言うのはわけがわからないから、<TARGET>に投票するしかないね。,VOTE,0,99,,,
ここで<FP>に投票するって言うのはわけがわからないから、<TARGET>に投票でいいのかなぁ。,VOTE,0,99,,,
じゃあ<FP><TARGET>に投票する！,VOTE,0,99,,,
投票するのは<TARGET>しかいないよ！,VOTE,0,99,,,
投票は<TARGET>で,VOTE,0,99,,,
なんとなく<FP>は<TARGET>に投票するね,VOTE,0,99,,,
なんとなく<TARGET>に投票すれば、人狼か狂人のどっちかは追放できるんじゃないかな,VOTE,0,99,,,
なんとなく<TARGET>に投票する！,VOTE,0,99,,,
なんとなくもちろん<FP>は<TARGET>に投票する！,VOTE,0,99,,,
なんとなくもちろん<FP>は<TARGET>に投票するよ！,VOTE,0,99,,,
なんとなく自信ないけど、<DAY>は<TARGET>に投票するよ,VOTE,0,99,,,
なんとなく投票は<TARGET>で,VOTE,0,99,,,
パワープレイなので、<DAY>は<TARGET>に投票するよ,VOTE,0,99,,,
やっぱり<TARGET>さんに投票するぜ,VOTE,0,99,,,
やっぱり<TARGET>さんに投票するよ,VOTE,0,99,,,
とりあえず<TARGET>に投票かな,VOTE,0,99,,,
>><TARGET> 誰に投票するの？,WHO_VOTE,0,99,,,
>><TARGET> 誰に投票しますかい？,WHO_VOTE,0,99,,,
>><TARGET> <TARGET>は誰が<ROLE>だと思う？
>><TARGET> 誰が<ROLE>だと思いますの？,WHO_ROLE,0,0,,,
>><TARGET> 誰が<ROLE>だと思うんだい？,WHO_ROLE,0,0,,,
>><TARGET> <TARGET>、お前は誰が<ROLE>だと思う？,WHO_ROLE,0,0,,,
<TARGET>がいない,NO_REQUIRED,99,99,,,
他は全部<ROLE>だよ,NO_REQUIRED,99,99,,,
誰が<ROLE>だろう？,NO_REQUIRED,99,99,,,
<ROLE>怖いよー,NO_REQUIRED,99,99,,,
<TARGET>が<ROLE>COしたんだね,NO_REQUIRED,99,99,,,
<ROLE>何してんだろ？,NO_REQUIRED,99,99,,,
<ROLE>は誰かな？,NO_REQUIRED,99,99,,,
他はみんな<ROLE>だよ,NO_REQUIRED,99,99,,,
<ROLE>やばくね,NO_REQUIRED,99,99,,,
<ROLE>3人もいるよ,NO_REQUIRED,99,99,,,
<TARGET>の<ROLE>COを確認したよ！,NO_REQUIRED,99,99,,,
誰に投票しようかな,NO_REQUIRED,99,99,,,
<TARGET>は<TARGET>に<ROLE>を出したね,NO_REQUIRED,99,99,,,
>><TARGET> まだはっきりした理由はありません。,NO_REQUIRED,99,99,,,
